PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8
A0301727,LIFE SOURCE CHRISTIAN SCHOOL,3,3,8855 BELAIR RD,BALTIMORE,24005,005,MD,24,21236,4102562225,175,8,Yes,,,10,,,,,,,,,,,,,10,10,0,0,0,10,0,0,0,1,21,1,7,1,2,2,0,0,0,100,0,0,0,10,8,BALTIMORE,Association of Christian Schools International (ACSI),,,,,,,
A1701939,LIFE SOURCE CHRISTIAN SCHOOL,2,7,7000 ROSSVILLE BLVD B,BALTIMORE,24005,005,MD,24,21237,4103918000,180,6.5,No,,10,5,2,3,,,,,,,,,,,20,10,0,0,0,6,4,0,0,2,21,1,1,1,2,2,0,0,0,60,40,0,0,5,29,BALTIMORE,Other school association(s),,,,,,,
A9902262,LIGHTHOUSE CHRISTIAN ACADEMY,3,17,2020 BEDFORD ST,CUMBERLAND,24001,001,MD,24,21502,3017777375,170,6.5,Yes,,,14,7,5,12,5,3,3,7,12,4,3,3,5,83,83,0,0,0,1,82,0,0,10.6,13,1,1,3,2,1,0,0,0,1.2,98.79,0,0,7.83,4,ALLEGANY,Association of Christian Teachers and Schools (ACTS),,,,,,,
00579324,LINWOOD SCHOOL,7,11,3421 MARTHA BUSH DR,ELLICOTT CITY,24027,027,MD,24,21043,4104651352,234,6,Yes,40,,,,2,4,5,2,1,,,,,,,54,54,0,4,3,22,24,0,1,11.6,21,1,4,1,3,2,0,7.4,5.55,40.74,44.44,0,1.85,4.65,30,HOWARD,Other school association(s),,,,,,,
A0901718,LITTLE FLOWER SCHOOL,2,13,20410 POINT LOOKOUT RD,GREAT MILLS,24037,037,MD,24,20634,3019940404,181,7,Yes,,34,11,20,13,16,10,15,14,13,6,,,,,152,118,0,6,3,4,105,0,0,10.5,41,1,1,1,1,4,0,5.08,2.54,3.38,88.98,0,0,11.23,1,ST. MARY'S,National Catholic Educational Association (NCEA),,,,,,,
01605231,LITTLE FLOWER SCHOOL,2,13,5601 MASSACHUSETTS AVE,BETHESDA,24031,031,MD,24,20816,3013203273,180,7.66,Yes,,18,27,30,29,19,31,22,32,29,19,,,,,256,238,0,1,42,1,191,0,3,19.3,13,1,1,1,1,1,0,0.42,17.64,0.42,80.25,0,1.26,12.33,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
A0901721,LITTLE SEEDLINGS CHRISTIAN PRESCHOOL & KDGN,2,3,PO BOX 2260,LEONARDTOWN,24037,037,MD,24,20650,3014755050,162,4,Yes,,43,5,,,,,,,,,,,,,48,5,0,0,0,0,5,0,0,3.1,31,1,6,1,2,3,0,0,0,0,100,0,0,1.61,25,ST. MARY'S,Other religious school associations,,,,,,,
A9704314,LITTLE TRAVELERS DAYCARE & LEARNING CENTER,2,3,PO BOX 970,MOUNT AIRY,24021,021,MD,24,21771,3018295272,189,6,Yes,,18,4,,,,,,,,,,,,,22,4,0,0,0,0,4,0,0,1,21,1,7,1,3,2,0,0,0,0,100,0,0,4,30,FREDERICK,School does not belong to ANY associations or organizations,,,,,,,
A0901723,LIVING GRACE CHRISTIAN SCHOOL,3,17,20300 PLEASANT RIDGE DR,MONTGOMERY VILLAGE,24031,031,MD,24,20886,3018409830,180,6.75,No,,,12,12,12,11,11,11,11,11,11,11,11,11,11,146,146,,,,,,,,12.3,21,1,1,3,2,2,,,,,,,,11.86,8,MONTGOMERY,Association of Christian Schools International (ACSI),,,,,,,
AA000980,LOVE OF LEARNING MONTESSORI SCHOOL,2,10,9151 RUMSEY RD STE 100,COLUMBIA,24027,027,MD,24,21045,4107159600,180,6.5,Yes,,40,14,6,3,1,3,3,,,,,,,,70,30,0,13,3,3,7,0,4,10,13,1,2,1,3,1,0,43.33,10,10,23.33,0,13.33,3,30,HOWARD,American Montessori Society (AMS),,,,,,,
A9303236,LOVEVILLE MENNONITE SCHOOL,6,13,25150 DOVE POINT LN,LEONARDTOWN,24037,037,MD,24,20650,3014753084,180,6.75,No,1,,,6,8,9,7,5,3,5,4,,,,,48,48,0,0,0,0,48,0,0,4,41,1,1,1,2,4,0,0,0,0,100,0,0,12,24,ST. MARY'S,School does not belong to ANY associations or organizations,,,,,,,
00579018,LOYOLA BLAKEFIELD,11,17,PO BOX 6819,BALTIMORE,24005,005,MD,24,21285,4108230601,179,7,Yes,,,,,,,,,74,88,77,200,180,193,175,987,987,2,35,31,86,812,7,14,84.3,13,3,1,3,1,1,0.2,3.54,3.14,8.71,82.26,0.7,1.41,11.7,1,BALTIMORE,Jesuit Secondary Education Association (JSEA),Other school association(s),,,,,,
A0307500,LUCY SCHOOL,2,13,9117 FROSTOWN RD,MIDDLETOWN,24021,021,MD,24,21769,3016394694,180,7,Yes,,26,13,13,8,6,11,6,6,10,6,,,,,105,79,0,0,5,3,64,0,7,11,41,1,1,1,3,4,0,0,6.32,3.79,81.01,0,8.86,7.18,30,FREDERICK,School does not belong to ANY associations or organizations,,,,,,,
A1701946,MANN RESIDENTIAL SCHOOL,13,17,6501 N CHARLES S,BALTIMORE,24005,005,MD,24,21204,4109384498,214,6.75,Yes,,,,,,,,,,,7,20,17,7,2,53,53,0,1,6,31,15,0,0,14,13,1,6,2,3,1,0,1.88,11.32,58.49,28.3,0,0,3.78,30,BALTIMORE,Other special emphasis association(s),,,,,,,
BB170199,MANOR MONTESSORI SCHOOL-BETHESDA,2,3,PO BOX 60691,POTOMAC,24031,031,MD,24,20859,3012997400,174,6,Yes,,40,8,,,,,,,,,,,,,48,8,,,,,,,,4,13,1,2,1,3,1,,,,,,,,2,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
BB170200,MANOR MONTESSORI SCHOOL-ROCKVILLE,2,3,PO BOX 60691,POTOMAC,24031,031,MD,24,20859,3012997400,174,6,Yes,,42,4,,,,,,,,,,,,,46,4,,,,,,,,4,21,1,2,1,3,2,,,,,,,,1,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
02031208,MARANATHA BAPTIST CHURCH ACADEMY,3,17,PO BOX 246,ELKTON,24015,015,MD,24,21922,4103983764,180,7,Yes,,,1,1,1,1,,,,1,,,,1,1,7,7,0,0,0,0,5,0,2,2.9,41,1,1,3,2,4,0,0,0,0,71.42,0,28.57,2.41,5,CECIL,Accelerated Christian Education (ACE),,,,,,,
A0901727,MARCIA D SMITH SCHOOL,10,17,9075 COMPRINT CT,GAITHERSBURG,24031,031,MD,24,20877,3019262300,211,6.5,Yes,,,,,,,,1,,,,4,4,3,7,19,19,0,1,3,6,8,0,1,3,21,1,4,3,3,2,0,5.26,15.78,31.57,42.1,0,5.26,6.33,30,MONTGOMERY,Other school association(s),,,,,,,
A9701835,MARY OF NAZARETH SCHOOL,2,13,14131 SENECA RD,DARNESTOWN,24031,031,MD,24,20874,3018690940,180,6.66,Yes,,30,44,40,30,51,55,61,60,50,51,,,,,472,442,0,20,60,33,246,19,64,29,41,1,1,1,1,4,0,4.52,13.57,7.46,55.65,4.29,14.47,15.24,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
A9502107,MARYLAND GOSPEL ASSEMBLY SCHOOL,3,17,12406 BRANDYWINE RD,BRANDYWINE,24033,033,MD,24,20613,3013726345,180,6.5,No,,,2,,1,,,2,1,,1,,,,1,8,8,0,0,2,6,0,0,0,4,21,1,1,3,2,2,0,0,25,75,0,0,0,2,8,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
AA000920,MARYVALE PREPARATORY SCHOOL,11,17,11300 FALLS RD,LUTHERVILLE,24005,005,MD,24,21093,4103828500,173,7.75,Yes,,,,,,,,,28,34,48,88,88,76,68,430,430,0,10,7,36,351,1,25,46.1,21,2,1,3,1,2,0,2.32,1.62,8.37,81.62,0.23,5.81,9.32,1,BALTIMORE,National Catholic Educational Association (NCEA),National Association of Independent Schools (NAIS),,,,,,
02032245,MATER AMORIS SCHOOL,2,11,18501 MINK HOLLOW RD,ASHTON,24031,031,MD,24,20861,3017747468,173,7,Yes,,17,3,6,6,2,2,7,4,,,,,,,47,30,0,3,2,6,19,0,0,3.1,41,1,2,1,3,4,0,10,6.66,20,63.33,0,0,9.67,30,MONTGOMERY,Association Montessori International (AMI),,,,,,,
A1501858,MAVEN ACADEMY THE,11,16,1908 FOREST DR STE 2J,ANNAPOLIS,24003,003,MD,24,21401,4102167070,100,5,Yes,,,,,,,,,1,2,5,7,1,8,,24,24,0,0,0,2,20,0,2,2,21,1,1,3,3,2,0,0,0,8.33,83.33,0,8.33,12,30,ANNE ARUNDEL,School does not belong to ANY associations or organizations,,,,,,,
00580431,MC LEAN SCHOOL OF MARYLAND,3,17,8224 LOCHINVER LN,POTOMAC,24031,031,MD,24,20854,2403952454,180,,Yes,,,9,13,12,25,29,27,50,43,38,38,47,33,29,393,393,0,16,34,73,244,0,26,70.4,21,1,1,3,3,2,0,4.07,8.65,18.57,62.08,0,6.61,5.58,30,MONTGOMERY,National Association of Independent Schools (NAIS),State or regional independent school association,Other school association(s),,,,,
00580125,MCDONOGH SCHOOL,2,17,8600 MCDONOGH RD,OWINGS MILLS,24005,005,MD,24,21117,4435447071,173,7.75,Yes,,30,62,63,64,57,68,77,102,106,120,154,164,161,155,1383,1353,75,86,34,192,885,1,80,222.8,21,1,1,3,3,2,5.54,6.35,2.51,14.19,65.41,0.07,5.91,6.07,30,BALTIMORE,National Association of Independent Schools (NAIS),State or regional independent school association,The Association of Boarding Schools (TABS),,,,,
A1301580,MEADOWS MONTESSORI,2,5,185 THOMAS JOHNSON DR,FREDERICK,24021,021,MD,24,21702,3016628910,215,6,No,,40,10,,,,,,,,,,,,,50,10,0,1,0,0,9,0,0,2.9,13,1,2,1,3,1,0,10,0,0,90,0,0,3.44,30,FREDERICK,American Montessori Society (AMS),,,,,,,
A0701220,MEADOWVIEW AMISH SCHOOL,6,13,28379 THOMPSON CORNER RD,MECHANICSVILLE,24037,037,MD,24,20659,,180,6.5,Yes,,,,4,3,2,5,1,6,5,4,,,,,30,30,0,0,0,0,30,0,0,1,41,1,1,1,2,4,0,0,0,0,100,0,0,30,3,ST. MARY'S,Association Montessori International (AMI),,,,,,,
A9103199,MECHANICSVILLE MENNONITE SCHOOL,6,15,PO BOX 8,LOVEVILLE,24037,037,MD,24,20656,3014752358,180,6.75,Yes,,,,3,5,3,5,3,4,3,4,1,3,,,34,34,0,0,0,0,34,0,0,3,42,1,1,3,2,4,0,0,0,0,100,0,0,11.33,24,ST. MARY'S,,,,,,,,
00579696,MELVIN J BERMAN HEBREW ACADEMY,2,17,13300 ARCTIC AVE,ROCKVILLE,24031,031,MD,24,20853,3019629400,,,,,38,42,45,41,43,45,55,48,53,55,64,37,55,34,655,617,,,0,,,0,,,21,1,-1,3,2,2,,,0,,,0,,,18,MONTGOMERY,National Society for Hebrew Day Schools (Torah U’Mesorah),,,,,,,
00578309,MERCY HIGH SCHOOL,14,17,1300 E NORTHERN PKWY,BALTIMORE,24510,510,MD,24,21239,4104338880,174,7.91,Yes,,,,,,,,,,,,81,88,73,84,326,326,0,10,11,109,185,0,11,26.1,11,2,1,2,1,1,0,3.06,3.37,33.43,56.74,0,3.37,12.49,1,BALTIMORE,State or regional independent school association,Other school association(s),,,,,,
A1101214,MESIVTA NEIMUS HATORAH,14,17,6104 PARK HEIGHTS AVE,BALTIMORE,24005,005,MD,24,21215,4433345615,200,9.5,Yes,,,,,,,,,,,,10,10,5,2,27,27,0,0,0,0,24,0,3,6.6,21,3,1,2,2,2,0,0,0,0,88.88,0,11.11,4.09,18,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A0701222,MILFORD MILL CHURCH CHILD DEVELOPMENT CENTER,2,3,915 MILFORD MILL RD,BALTIMORE,24005,005,MD,24,21208,4104865548,183,7,No,,20,2,,,,,,,,,,,,,22,2,0,0,0,2,0,0,0,1.9,21,1,6,1,2,2,0,0,0,100,0,0,0,1.05,25,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
00577881,MONSIGNOR SLADE CATHOLIC SCHOOL,2,13,120 DORSEY RD,GLEN BURNIE,24003,003,MD,24,21061,4107667130,178,6.5,Yes,,82,37,40,39,53,47,45,58,61,87,,,,,549,467,0,17,41,30,334,15,30,27,21,1,1,1,1,2,0,3.64,8.77,6.42,71.52,3.21,6.42,17.29,1,ANNE ARUNDEL,National Catholic Educational Association (NCEA),,,,,,,
A9103236,MONTESSORI INTERNATIONAL CHILDRENS HOUSE,2,11,1641 N WINCHESTER RD,ANNAPOLIS,24003,003,MD,24,21409,4107577789,174,6.75,Yes,,78,21,18,11,17,6,7,4,,,,,,,162,84,0,3,5,11,58,0,7,6.9,21,1,2,1,3,2,0,3.57,5.95,13.09,69.04,0,8.33,12.17,30,ANNE ARUNDEL,Association Montessori International (AMI),,,,,,,
A0301749,MONTESSORI MANOR,2,12,3526 SWEET AIR RD,PHOENIX,24005,005,MD,24,21131,4106381771,170,6,Yes,,35,6,,3,5,3,2,1,2,,,,,,57,22,0,3,0,0,17,0,2,4,21,1,2,1,3,2,0,13.63,0,0,77.27,0,9.09,5.5,30,BALTIMORE,American Montessori Society (AMS),Association Montessori International (AMI),Other Montessori association(s),,,,,
A0104010,MONTESSORI SCHOOL OF WESTMINSTER,2,2,1055 MONTESSORI DR,WESTMINSTER,24013,013,MD,24,21158,4108486283,170,6.5,Yes,80,44,,,,,,,,,,,,,,124,80,0,3,3,1,58,0,15,8,41,1,2,3,3,4,0,3.75,3.75,1.25,72.5,0,18.75,10,30,CARROLL,American Montessori Society (AMS),State or regional independent school association,,,,,,
A9902271,MONTROSE SCHOOL,2,3,PO BOX 10772,ROCKVILLE,24031,031,MD,24,20849,3017704233,187,6.5,Yes,,25,12,,,,,,,,,,,,,37,12,0,1,6,2,3,0,0,1,21,1,7,1,3,2,0,8.33,50,16.66,25,0,0,12,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
A0509093,MOST BLESSED SACRAMENT CATHOLIC SCHOOL,2,13,11242 RACETRACK RD,BERLIN,24047,047,MD,24,21811,4102081600,180,6,Yes,,35,18,22,21,24,31,23,26,24,23,,,,,247,212,0,14,20,0,178,0,0,21.8,41,1,1,1,1,4,0,6.6,9.43,0,83.96,0,0,9.72,1,WORCESTER,National Catholic Educational Association (NCEA),,,,,,,
01604555,MOTHER CATHERINE ACADEMY,2,13,38833 CHAPTICO RD,MECHANICSVILLE,24037,037,MD,24,20659,3018843165,180,7.5,Yes,,33,9,14,13,14,11,15,10,14,20,,,,,153,120,0,3,5,4,106,0,2,13.4,41,1,1,1,1,4,0,2.5,4.16,3.33,88.33,0,1.66,8.95,1,ST. MARY'S,National Catholic Educational Association (NCEA),,,,,,,
A9103237,MOTHER OF GOD SCHOOL,2,13,20501 GOSHEN RD,GAITHERSBURG,24031,031,MD,24,20879,3019902088,180,7,Yes,,43,32,16,15,14,11,14,16,20,10,,,,,191,148,0,17,34,46,38,1,12,13.3,21,1,1,1,1,2,0,11.48,22.97,31.08,25.67,0.67,8.1,11.12,1,MONTGOMERY,National Catholic Educational Association (NCEA),Other school association(s),,,,,,
A9502118,MOTHER SETON ACADEMY,11,13,2215 GREENMOUNT AVE,BALTIMORE,24510,510,MD,24,21218,4105632833,195,9.5,Yes,,,,,,,,,26,22,24,,,,,72,72,0,0,10,62,0,0,0,11.3,11,1,1,1,1,1,0,0,13.88,86.11,0,0,0,6.37,1,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
01604282,MOUNT AVIAT ACADEMY,2,13,PO BOX 85,CHILDS,24015,015,MD,24,21916,4103982206,180,6.75,Yes,,20,17,20,25,21,27,26,28,21,22,,,,,227,207,0,2,9,2,180,0,14,17,21,1,1,1,1,2,0,0.96,4.34,0.96,86.95,0,6.76,12.17,1,CECIL,National Catholic Educational Association (NCEA),,,,,,,
A0104013,MOUNT CLARE CHRISTIAN SCHOOL,7,16,320 S VINCENT ST,BALTIMORE,24510,510,MD,24,21223,4109475981,179,6,Yes,,,,,3,4,3,1,6,2,5,4,5,3,,36,36,0,0,6,7,19,0,4,6.8,11,1,1,3,2,1,0,0,16.66,19.44,52.77,0,11.11,5.29,24,BALTIMORE,Accelerated Christian Education (ACE),,,,,,,
00578546,MOUNT DE SALES ACADEMY,14,17,700 ACADEMY RD,BALTIMORE,24005,005,MD,24,21228,4107448498,172,6.5,Yes,,,,,,,,,,,,127,130,131,118,506,506,0,0,16,0,490,0,0,52.9,21,2,1,2,1,2,0,0,3.16,0,96.83,0,0,9.56,1,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A0901730,MOUNT JEZREEL CHRISTIAN SCHOOL,2,9,420 UNIVERSITY BLVD E,SILVER SPRING,24031,031,MD,24,20901,3014311985,180,6.5,Yes,,6,7,4,,5,1,,,,,,,,,23,17,0,0,1,16,0,0,0,5,13,1,1,1,2,1,0,0,5.88,94.11,0,0,0,3.4,5,MONTGOMERY,Association of Christian Schools International (ACSI),,,,,,,
A0901731,MOUNT PLEASANT CHRISTIAN SCHOOL,2,10,6000 RADECKE AVE,BALTIMORE,24005,005,MD,24,21206,4103254827,180,7,Yes,,22,6,10,8,12,6,4,,,,,,,,68,46,0,0,0,38,0,0,8,6.5,21,1,1,1,2,2,0,0,0,82.6,0,0,17.39,7.07,8,BALTIMORE,Association of Christian Schools International (ACSI),,,,,,,
K9302989,MOUNT PROVIDENCE CHILD DEVELOPMENT CENTER,2,3,701 GUN RD,BALTIMORE,24005,005,MD,24,21227,4102470449,189,6,Yes,,40,7,,,,,,,,,,,,,47,7,0,0,0,1,5,0,1,1,21,1,6,1,1,2,0,0,0,14.28,71.42,0,14.28,7,1,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
00578411,MOUNT SAINT JOSEPH HIGH SCHOOL,14,17,4403 FREDERICK AVE,BALTIMORE,24510,510,MD,24,21229,4106443300,180,6.5,Yes,,,,,,,,,,,,263,240,217,202,922,922,3,25,14,187,678,2,13,80.3,11,3,1,2,2,1,0.32,2.71,1.51,20.28,73.53,0.21,1.4,11.48,2,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
00581424,MT AETNA ADVENTIST SCHOOL (MAAS),2,13,10207 CRYSTAL FALLS DR,HAGERSTOWN,24043,043,MD,24,21740,3018243875,180,7.08,Yes,,7,7,11,12,6,14,11,11,10,12,,,,,101,94,0,2,19,15,55,2,1,8.6,41,1,1,1,2,4,0,2.12,20.21,15.95,58.51,2.12,1.06,10.93,28,WASHINGTON,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,
K9302665,NASA GODDARD CHILD DEVELOPMENT CENTER,2,3,NASA/GSFC CODE 200.9 BLDG 90,GREENBELT,24033,033,MD,24,20771,3012868588,176,6,No,,108,14,,,,,,,,,,,,,122,14,0,2,0,3,9,0,0,1,21,1,6,1,3,2,0,14.28,0,21.42,64.28,0,0,14,30,PRINCE GEORGE'S,National Association for the Education of Young Children (NAEYC),,,,,,,
A9103243,NATIONAL CHRISTIAN ACADEMY,2,17,6700 BOCK RD,FT WASHINGTON,24033,033,MD,24,20744,3015679507,175,7,Yes,,56,25,15,10,15,13,16,17,12,16,18,19,18,16,266,210,0,1,9,190,4,1,5,18.6,21,1,1,3,2,2,0,0.47,4.28,90.47,1.9,0.47,2.38,11.29,10,PRINCE GEORGE'S,Association of Christian Schools International (ACSI),,,,,,,
A9103244,NAVAL ACADEMY PRIMARY SCHOOL,2,10,74 GREENBURY POINT RD,ANNAPOLIS,24003,003,MD,24,21402,4107573090,172,7,Yes,,52,40,40,26,29,28,24,,,,,,,,239,187,0,3,1,10,171,2,0,24.1,21,1,1,1,3,2,0,1.6,0.53,5.34,91.44,1.06,0,7.75,30,ANNE ARUNDEL,Other school association(s),,,,,,,
A1301585,NEW CENTURY SCHOOL THE,2,13,724 S ANN ST,BALTIMORE,24510,510,MD,24,21231,4109294116,181,8,No,,45,105,,,,,,,,,,,,,215,,,,,,,,,8.8,11,1,2,1,3,1,,,,,,,,,30,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A0104017,NEW CHAPEL CHRISTIAN ACADEMY,2,9,5601 OLD BRANCH AVE,CAMP SPRINGS,24033,033,MD,24,20748,3018990877,184,7.25,Yes,,106,24,14,17,9,5,,,,,,,,,175,69,0,0,0,69,0,0,0,7.3,21,1,1,1,2,2,0,0,0,100,0,0,0,9.45,8,PRINCE GEORGE'S,Association of Christian Schools International (ACSI),,,,,,,
A0301756,NEW COVENANT CHRISTIAN SCHOOL,2,17,128 SAINT MARYS CHURCH RD,ABINGDON,24025,025,MD,24,21009,4435120771,177,6.5,Yes,,32,15,14,8,8,16,14,13,11,12,11,7,6,13,180,148,0,6,2,16,118,6,0,17,22,1,1,3,2,2,0,4.05,1.35,10.81,79.72,4.05,0,8.7,27,HARFORD,Association of Christian Schools International (ACSI),Association of Classical and Christian Schools (ACCS),Christian Schools International (CSI),,,,,
A9502122,NEW ERA EDUCAITON INC,2,3,4200 EDMONDSON AVE 205,BALTIMORE,24510,510,MD,24,21229,4434386832,178,8,Yes,,10,1,,,,,,,,,,,,,11,1,0,0,0,1,0,0,0,1,11,1,7,1,3,1,0,0,0,100,0,0,0,1,30,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A9103249,NEW HOPE ACADEMY,2,17,7009 VARNUM ST,LANDOVER HILLS,24033,033,MD,24,20784,3014597311,174,7.25,Yes,,30,9,16,5,6,5,11,9,15,9,7,6,20,4,152,122,0,9,6,92,14,0,1,17.3,21,1,1,3,3,2,0,7.37,4.91,75.4,11.47,0,0.81,7.05,30,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
A1301586,NEW LIFE CHRISTIAN ACADEMY,2,17,17411 CENTRAL AVE,UPPER MARLBORO,24033,033,MD,24,20774,3015679507,180,6.5,Yes,,37,24,15,10,15,13,16,15,12,14,17,22,16,15,241,204,0,3,4,192,5,0,0,22,41,1,1,3,2,4,0,1.47,1.96,94.11,2.45,0,0,9.27,10,PRINCE GEORGE'S,,,,,,,,
A9103250,NEW LIFE CHRISTIAN SCHOOL,2,17,5909 JEFFERSON PIKE,FREDERICK,24021,021,MD,24,21703,3016638418,170,7,Yes,,10,12,9,11,10,16,25,19,14,25,25,21,17,33,247,237,0,13,13,22,165,0,24,20.9,41,1,1,3,2,4,0,5.48,5.48,9.28,69.62,0,10.12,11.33,8,FREDERICK,Association of Christian Schools International (ACSI),,,,,,,
A0901736,NEW SPIRITUAL FOUNDATION CHRISTIAN ACADEMY,14,17,2626 E FEDERAL ST 2ND FL,BALTIMORE,24510,510,MD,24,21213,4439834008,244,7,Yes,,,,,,,,,,,,5,13,21,24,63,63,0,0,3,57,3,0,0,6.6,11,1,1,2,2,1,0,0,4.76,90.47,4.76,0,0,9.54,8,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A9701848,NIST CHILD CARE CENTER,2,10,100 BUREAU DR STOP 1915,GAITHERSBURG,24031,031,MD,24,20899,3019752152,182,6,Yes,,86,9,3,1,2,1,2,,,,,,,,104,18,0,2,0,0,15,0,1,1,21,1,6,1,3,2,0,11.11,0,0,83.33,0,5.55,18,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
A9902282,NORBECK MONTESSORI CENTER,2,3,4500 MUNCASTER MILL RD,ROCKVILLE,24031,031,MD,24,20853,3019244233,186,7,Yes,,102,10,,,,,,,,,,,,,112,10,0,2,1,1,6,0,0,4.1,21,1,2,1,3,2,0,20,10,10,60,0,0,2.43,30,MONTGOMERY,American Montessori Society (AMS),Other Montessori association(s),,,,,,
A0701226,NORTH CARROLL COMMUNITY SCHOOL,3,13,401 STONE RD,WESTMINSTER,24013,013,MD,24,21158,4103860655,170,7,Yes,,,10,20,13,15,12,14,21,12,11,,,,,128,128,0,3,0,2,119,2,2,10.8,41,1,1,1,3,4,0,2.34,0,1.56,92.96,1.56,1.56,11.85,30,CARROLL,School does not belong to ANY associations or organizations,,,,,,,
00580282,NORWOOD SCHOOL,2,13,8821 RIVER RD,BETHESDA,24031,031,MD,24,20817,3013652595,174,7.5,Yes,,16,29,35,39,49,53,59,57,58,61,,,,,456,440,0,36,24,36,294,0,50,67.6,21,1,1,1,3,2,0,8.18,5.45,8.18,66.81,0,11.36,6.5,30,MONTGOMERY,National Association of Independent Schools (NAIS),State or regional independent school association,,,,,,
00577702,NOTRE DAME PREPARATORY SCHOOL,11,17,815 HAMPTON LN,TOWSON,24005,005,MD,24,21286,4108256202,175,7,Yes,,,,,,,,,59,55,61,180,135,174,168,832,832,4,46,20,26,704,6,26,103.8,21,2,1,3,1,2,0.48,5.52,2.4,3.12,84.61,0.72,3.12,8.01,1,BALTIMORE,Other religious school associations,National Association of Independent Schools (NAIS),Other school association(s),,,,,
A1101219,NURTURING NEST MONTESSORI,2,3,5885 ROBERT OLIVER PL,COLUMBIA,24027,027,MD,24,21045,4107726378,186,6.08,No,,66,8,,,,,,,,,,,,,74,8,0,0,1,0,7,0,0,5,13,1,2,1,3,1,0,0,12.5,0,87.5,0,0,1.6,30,HOWARD,American Montessori Society (AMS),,,,,,,
A1301588,OAK GROVE CLASSICAL CHRISTIAN SCHOOL,2,17,2106 E CHURCHVILLE RD,BEL AIR,24025,025,MD,24,21015,4108381333,176,7,Yes,,18,9,9,5,5,7,10,12,7,17,5,6,5,1,116,98,0,3,2,1,85,0,7,12,41,1,1,3,2,4,0,3.06,2.04,1.02,86.73,0,7.14,8.16,8,HARFORD,School does not belong to ANY associations or organizations,,,,,,,
01933976,ODENTON CHRISTIAN SCHOOL,2,14,8410 PINEY ORCHARD PKWY,ODENTON,24003,003,MD,24,21113,4103052380,180,8.25,No,,46,25,11,11,10,8,8,11,5,7,4,,,,146,100,2,2,12,62,19,1,2,18.4,21,1,1,3,2,2,2,2,12,62,19,1,2,5.43,5,ANNE ARUNDEL,School does not belong to ANY associations or organizations,,,,,,,
A1301589,OHR CHADASH ACADEMY,2,12,7310 PARK HEIGHTS AVE,PIKESVILLE,24510,510,MD,24,21208,4109992200,173,8.5,Yes,,75,40,25,31,20,21,19,13,14,,,,,,258,183,0,2,2,1,178,0,0,23.8,11,1,1,1,2,1,0,1.09,1.09,0.54,97.26,0,0,7.68,18,BALTIMORE,National Society for Hebrew Day Schools (Torah U’Mesorah),Other religious school associations,,,,,,
